wavelength,intensity,error,status,Version,IDData,IDDevice,IDDataType,IDDataTypeSub1,IDDataTypeSub2,IDDataTypeSub3,DateTime,PositionLatitude,PositionLongitude,Comment,CommentSub1,CommentSub2,CommentSub3,IDMethodType,MethodName,Mission,MissionSub,RecordType,CalFactor,IDBasisSpec,IDDataBack,IDDataCal,InclV,InclValid,InclX,InclY,IntegrationTime,P31,P31e,PathLength,PathLengthCustomOn,PressValid,Pressure,RAWDynamic,Salinity,Temperature,Unit1,Unit2,Unit3,Unit4,p999
1,1257,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
2,1262,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
3,1252,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
4,1265,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
5,1258,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
6,1251,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
7,1262,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
8,1256,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
9,1250,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
10,1249,0,0,1,95A7_2019-06-17_01-37-00_000_119,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:37:00,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,5.64698158874134,1,4.9,2.8,4096,-1,0,+INF,0,1,0.440826426834376,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,8
