wavelength,intensity,error,status,Version,IDData,IDDevice,IDDataType,IDDataTypeSub1,IDDataTypeSub2,IDDataTypeSub3,DateTime,PositionLatitude,PositionLongitude,Comment,CommentSub1,CommentSub2,CommentSub3,IDMethodType,MethodName,Mission,MissionSub,RecordType,CalFactor,IDBasisSpec,IDDataBack,IDDataCal,InclV,InclValid,InclX,InclY,IntegrationTime,P31,P31e,PathLength,PathLengthCustomOn,PressValid,Pressure,RAWDynamic,Salinity,Temperature,Unit1,Unit2,Unit3,Unit4,p999
1,1227,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
2,1234,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
3,1250,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
4,1261,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
5,1254,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
6,1251,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
7,1255,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
8,1243,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
9,1233,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
10,1222,0,0,1,95A7_2019-06-17_01-36-40_000_093,SAM_8581,SPECTRUM,RAW,,,2019-06-17 01:36:40,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,11.4136265422117,1,10.85,3.5,4096,-1,0,+INF,0,1,0.221584776588116,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,6
