wavelength,intensity,error,status,Version,IDData,IDDevice,IDDataType,IDDataTypeSub1,IDDataTypeSub2,IDDataTypeSub3,DateTime,PositionLatitude,PositionLongitude,Comment,CommentSub1,CommentSub2,CommentSub3,IDMethodType,MethodName,Mission,MissionSub,RecordType,CalFactor,IDBasisSpec,IDDataBack,IDDataCal,InclV,InclValid,InclX,InclY,IntegrationTime,P31,P31e,PathLength,PathLengthCustomOn,PressValid,Pressure,RAWDynamic,Salinity,Temperature,Unit1,Unit2,Unit3,Unit4,p999
1,1246,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
2,1172,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
3,1258,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
4,1295,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
5,1325,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
6,1392,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
7,1487,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
8,1585,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
9,1700,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
10,1854,0,0,1,95A7_2019-06-16_15-13-20_000_688,SAM_8581,SPECTRUM,RAW,,,2019-06-16 15:13:20,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,9.80637151370733,1,-9.8,0.35,64,-1,0,+INF,0,1,0.434256743732195,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,52
